path,text,carrier,exaggeration,cfg_weight,emotion
instruction/TapHere.wav,Tap here.,no,0.5,0.5,neutral
instruction/TouchThePicture.wav,Touch the picture.,no,0.5,0.5,neutral
instruction/WatchCarefully.wav,Watch carefully.,no,0.5,0.5,neutral
instruction/YourTurn.wav,Your turn!,no,0.5,0.5,neutral
items/Biskwit.wav,Biscuit.,yes,0.5,0.5,neutral
items/Gatas.wav,Milk.,yes,0.5,0.5,neutral
items/Juice.wav,Juice.,yes,0.5,0.5,neutral
items/Kape.wav,Coffee.,yes,0.5,0.5,neutral
items/Kendi.wav,Candy.,yes,0.5,0.5,neutral
items/Mansanas.wav,Apple.,yes,0.5,0.5,neutral
items/Sabon.wav,Soap.,yes,0.5,0.5,neutral
items/Saging.wav,Banana.,yes,0.5,0.5,neutral
items/Sipilyo.wav,Toothbrush.,yes,0.5,0.5,neutral
items/Softdrink.wav,Soft drink.,yes,0.5,0.5,neutral
items/Syampu.wav,Shampoo.,yes,0.5,0.5,neutral
items/Tinapay.wav,Bread.,yes,0.5,0.5,neutral
items/Tisyu.wav,Tissue.,yes,0.5,0.5,neutral
items/Tubig.wav,Water.,yes,0.5,0.5,neutral
letters/A.wav,A.,yes,0.5,0.5,neutral
letters/C.wav,C.,yes,0.5,0.5,neutral
letters/E.wav,E.,yes,0.5,0.5,neutral
letters/H.wav,H.,yes,0.5,0.5,neutral
letters/L.wav,L.,yes,0.5,0.5,neutral
letters/T.wav,T.,yes,0.5,0.5,neutral
letters/U.wav,U.,yes,0.5,0.5,neutral
letters/V.wav,V.,yes,0.5,0.5,neutral
numbers/Five.wav,Five.,yes,0.5,0.5,neutral
numbers/Four.wav,Four.,yes,0.5,0.5,neutral
numbers/One.wav,One.,yes,0.5,0.5,neutral
numbers/Seven.wav,Seven.,yes,0.5,0.5,neutral
numbers/Three.wav,Three.,yes,0.5,0.5,neutral
numbers/Two.wav,Two.,yes,0.5,0.5,neutral
phrases/BlueCircle.wav,Blue circle.,no,0.5,0.5,neutral
phrases/BlueDiamond.wav,Blue diamond.,no,0.5,0.5,neutral
phrases/BlueStar.wav,Blue star.,no,0.5,0.5,neutral
phrases/BlueTriangle.wav,Blue triangle.,no,0.5,0.5,neutral
phrases/GoldStar.wav,Gold star.,no,0.5,0.5,neutral
phrases/GreenCircle.wav,Green circle.,no,0.5,0.5,neutral
phrases/GreenDiamond.wav,Green diamond.,no,0.5,0.5,neutral
phrases/GreenStar.wav,Green star.,no,0.5,0.5,neutral
phrases/GreenTriangle.wav,Green triangle.,no,0.5,0.5,neutral
phrases/MagentaDiamond.wav,Magenta diamond.,no,0.5,0.5,neutral
phrases/OrangeCircle.wav,Orange circle.,no,0.5,0.5,neutral
phrases/OrangeDiamond.wav,Orange diamond.,no,0.5,0.5,neutral
phrases/OrangeStar.wav,Orange star.,no,0.5,0.5,neutral
phrases/OrangeTriangle.wav,Orange triangle.,no,0.5,0.5,neutral
phrases/PinkHeart.wav,Pink heart.,no,0.5,0.5,neutral
phrases/PurpleCircle.wav,Purple circle.,no,0.5,0.5,neutral
phrases/PurpleDiamond.wav,Purple diamond.,no,0.5,0.5,neutral
phrases/PurpleHeart.wav,Purple heart.,no,0.5,0.5,neutral
phrases/PurpleStar.wav,Purple star.,no,0.5,0.5,neutral
phrases/PurpleTriangle.wav,Purple triangle.,no,0.5,0.5,neutral
phrases/RedCircle.wav,Red circle.,no,0.5,0.5,neutral
phrases/RedDiamond.wav,Red diamond.,no,0.5,0.5,neutral
phrases/RedHeart.wav,Red heart.,no,0.5,0.5,neutral
phrases/RedStar.wav,Red star.,no,0.5,0.5,neutral
phrases/RedTriangle.wav,Red triangle.,no,0.5,0.5,neutral
phrases/TealTriangle.wav,Teal triangle.,no,0.5,0.5,neutral
phrases/YellowCircle.wav,Yellow circle.,no,0.5,0.5,neutral
phrases/YellowDiamond.wav,Yellow diamond.,no,0.5,0.5,neutral
phrases/YellowStar.wav,Yellow star.,no,0.5,0.5,neutral
phrases/YellowTriangle.wav,Yellow triangle.,no,0.5,0.5,neutral
reward_and_celebration/AwesomeWorkToday.wav,Awesome work today!,no,0.6,0.5,excited
reward_and_celebration/BigHighFive.wav,Big high five!,no,0.6,0.5,excited
reward_and_celebration/Fantastic.wav,Fantastic!,no,0.6,0.5,excited
reward_and_celebration/GreatPlaying.wav,Great playing!,no,0.6,0.5,excited
reward_and_celebration/Hooray.wav,Hooray!,no,0.6,0.5,excited
reward_and_celebration/SuperJob.wav,Super job!,no,0.6,0.5,excited
reward_and_celebration/YouDidSoWell.wav,You did so well!,no,0.6,0.5,excited
reward_and_celebration/YouFinishedIt.wav,You finished it!,no,0.6,0.5,excited
reward_and_celebration/YoureAmazing.wav,You're amazing!,no,0.6,0.5,excited
shapes/Circle.wav,Circle.,yes,0.5,0.5,neutral
shapes/Diamond.wav,Diamond.,yes,0.5,0.5,neutral
shapes/Heart.wav,Heart.,yes,0.5,0.5,neutral
shapes/Star.wav,Star.,yes,0.5,0.5,neutral
shapes/Triangle.wav,Triangle.,yes,0.5,0.5,neutral
transition/GameFinished.wav,Game finished!,no,0.6,0.5,happy
transition/GetReady.wav,Get ready!,no,0.6,0.5,happy
transition/GoodJobMovingOn.wav,Good job moving on!,no,0.6,0.5,happy
transition/LetsGo.wav,Let's go!,no,0.6,0.5,happy
transition/LetsPlayAgain.wav,Let's play again!,no,0.6,0.5,happy
transition/LevelComplete.wav,Level complete!,no,0.6,0.5,happy
transition/NewGame.wav,New game!,no,0.6,0.5,happy
transition/NextActivity.wav,Next activity!,no,0.6,0.5,happy
transition/NextOne.wav,Next one!,no,0.6,0.5,happy
transition/TimeForTheNextOne.wav,Time for the next one!,no,0.6,0.5,happy
turn_taking/GoodWaiting.wav,Good waiting.,no,0.5,0.5,neutral
turn_taking/HereWeGo.wav,Here we go.,no,0.5,0.5,neutral
turn_taking/LetsTakeTurns.wav,Let's take turns.,no,0.5,0.5,neutral
turn_taking/MyTurn.wav,My turn.,no,0.5,0.5,neutral
turn_taking/NowYouTry.wav,Now you try.,no,0.5,0.5,neutral
turn_taking/Ready.wav,Ready.,no,0.5,0.5,neutral
turn_taking/ThankYouForWaiting.wav,Thank you for waiting.,no,0.5,0.5,neutral
turn_taking/Wait.wav,Wait.,no,0.5,0.5,neutral
turn_taking/WatchMeFirst.wav,Watch me first.,no,0.5,0.5,neutral
turn_taking/YourTurn.wav,Your turn!,no,0.5,0.5,neutral
items/Bola.wav,Ball.,yes,0.5,0.5,neutral
items/Manika.wav,Doll.,yes,0.5,0.5,neutral
items/Kotse.wav,Toy car.,yes,0.5,0.5,neutral
items/Teddy.wav,Teddy.,yes,0.5,0.5,neutral
instruction/WaitForTheStar.wav,"Wait for the star to wake up, then tap it.",no,0.4,0.5,calm
instruction/TapTheStar.wav,Tap the star!,no,0.5,0.5,neutral
routines/Morning.wav,Morning.,yes,0.5,0.5,neutral
routines/Mealtime.wav,Mealtime.,yes,0.5,0.5,neutral
routines/Bedtime.wav,Bedtime.,yes,0.5,0.5,neutral
routines/Playtime.wav,Playtime.,yes,0.5,0.5,neutral
routines/WakeUp.wav,Wake up.,yes,0.5,0.5,neutral
routines/BrushTeeth.wav,Brush teeth.,yes,0.5,0.5,neutral
routines/Breakfast.wav,Eat breakfast.,no,0.5,0.5,neutral
routines/School.wav,Go to school.,no,0.5,0.5,neutral
routines/WashHands.wav,Wash your hands.,no,0.5,0.5,neutral
routines/SitAtTable.wav,Sit at the table.,no,0.5,0.5,neutral
routines/Eat.wav,Eat.,yes,0.5,0.5,neutral
routines/ClearPlate.wav,Clear the plate.,no,0.5,0.5,neutral
routines/Bath.wav,Take a bath.,no,0.5,0.5,neutral
routines/Pajamas.wav,Put on pajamas.,no,0.5,0.5,neutral
routines/Sleep.wav,Sleep.,yes,0.5,0.5,neutral
routines/GetToy.wav,Get the toy.,no,0.5,0.5,neutral
routines/Play.wav,Play.,yes,0.5,0.5,neutral
routines/PutAway.wav,Put the toy away.,no,0.5,0.5,neutral
dynamic/CanIHaveThe.wav,Can I have the,no,0.35,0.5,neutral
turn_taking/ThankYouFriend.wav,"Thank you, friend!",no,0.5,0.5,happy
